ID,Name,Parameter,Language,Frequency,Confidence,References
4-331-205-3,'s_pul_,palm of hand,Albanian (Tosk variety),,,
4-340-205-1,gis_t,finger,Albanian (Tosk variety),,,
4-342-205-1,pul_'k_er,thumb,Albanian (Tosk variety),,,
4-344-205-1,'_ua,fingernail,Albanian (Tosk variety),,,
4-345-205-1,'k_et_r,claw,Albanian (Tosk variety),,,
4-350-205-1,'k_mb_,leg,Albanian (Tosk variety),,,
4-351-205-1,'s_al__,thigh,Albanian (Tosk variety),,,
4-351-205-3,'veg_,thigh,Albanian (Tosk variety),,,
4-352-205-1,'pul_p_,calf of leg,Albanian (Tosk variety),,,
4-360-205-1,g_u,knee,Albanian (Tosk variety),,,
4-370-205-1,'k_mb_,foot,Albanian (Tosk variety),,,
4-371-205-1,t_rs,ankle,Albanian (Tosk variety),,,
4-371-205-3,nen,ankle,Albanian (Tosk variety),,,
4-371-205-5,bu_z 'l_ük5,ankle,Albanian (Tosk variety),,,
4-371-205-7,ku___ i 'k_mb_s,ankle,Albanian (Tosk variety),,,
4-372-205-1,'_emb_r,heel,Albanian (Tosk variety),,,
4-374-205-1,to'rua,footprint,Albanian (Tosk variety),,,
4-380-205-1,gis_t i 'k_mb_s,toe,Albanian (Tosk variety),,,
4-392-205-1,krah,wing,Albanian (Tosk variety),,,
4-393-205-1,'pend_,feather,Albanian (Tosk variety),,,
4-400-205-1,g_oks,chest,Albanian (Tosk variety),,,
4-410-205-1,g_i,breast (of woman),Albanian (Tosk variety),,,
4-412-205-1,myel_m,"nipple, teat",Albanian (Tosk variety),,,
4-412-205-3,'sis_,"nipple, teat",Albanian (Tosk variety),,,
4-412-205-5,_im_,"nipple, teat",Albanian (Tosk variety),,,
4-412-205-7,_i_,"nipple, teat",Albanian (Tosk variety),,,
4-412-205-9,_umb,"nipple, teat",Albanian (Tosk variety),,,
4-420-205-1,'z_eng_,udder,Albanian (Tosk variety),,,
4-420-205-3,'z_ang_l_,udder,Albanian (Tosk variety),,,
4-430-205-1,k_r'_iz_,navel,Albanian (Tosk variety),,,
4-440-205-1,'zem_r,heart,Albanian (Tosk variety),,,
4-441-205-1,mus_k_'ri,lung,Albanian (Tosk variety),,,
4-441-205-3,'s_pir_,lung,Albanian (Tosk variety),,,
4-450-205-1,m_l_'__i,liver,Albanian (Tosk variety),,,
4-451-205-1,'ves_k_,kidney,Albanian (Tosk variety),,,
4-451-205-3,'es_k_,kidney,Albanian (Tosk variety),,,
4-451-205-5,bu'brek,kidney,Albanian (Tosk variety),,,
4-452-205-1,'s_pretk_,spleen,Albanian (Tosk variety),,,
4-460-205-1,bark,stomach,Albanian (Tosk variety),,,
4-460-205-3,sto'mak,stomach,Albanian (Tosk variety),,,
4-460-205-5,'s_k_il__,stomach,Albanian (Tosk variety),,,
4-460-205-7,'c_ul_,stomach,Albanian (Tosk variety),,,
4-460-205-9,'mul_,stomach,Albanian (Tosk variety),,,
4-461-205-1,'zor__,"intestines, guts",Albanian (Tosk variety),,,
4-462-205-1,bel_,waist,Albanian (Tosk variety),,,
4-462-205-3,brez,waist,Albanian (Tosk variety),,,
4-463-205-1,k_l_k,hip,Albanian (Tosk variety),,,
4-464-205-1,mol_ak_e,buttocks,Albanian (Tosk variety),,,
4-464-205-3,t_ nde_urat,buttocks,Albanian (Tosk variety),,,
4-464-205-5,'bu___,buttocks,Albanian (Tosk variety),,,
4-470-205-1,an,womb,Albanian (Tosk variety),,,
4-470-205-3,'mit_r,womb,Albanian (Tosk variety),,,
4-490-205-1,'kok_e,testicle,Albanian (Tosk variety),,,
4-492-205-1,kar,penis,Albanian (Tosk variety),,,
4-510-205-1,fru_'mos,"breathe, breath",Albanian (Tosk variety),,,
4-520-205-1,gu'hat,"yawn, gape",Albanian (Tosk variety),,,
4-520-205-3,gog_'sin,"yawn, gape",Albanian (Tosk variety),,,
4-521-205-1,l_em'zon,hiccough,Albanian (Tosk variety),,,
4-530-205-1,ko'let,cough,Albanian (Tosk variety),,,
4-540-205-1,te's_tin,sneeze,Albanian (Tosk variety),,,
4-550-205-1,dyer'sit,perspire,Albanian (Tosk variety),,,
4-560-205-1,p_'__tüm_-,spit,Albanian (Tosk variety),,,
4-560-205-3,'yarg_,spit,Albanian (Tosk variety),,,
4-570-205-1,guk'son,vomit,Albanian (Tosk variety),,,
4-570-205-3,vyel,vomit,Albanian (Tosk variety),,,
4-580-205-1,kaf's_on,bite,Albanian (Tosk variety),,,
4-590-205-1,lap,lick,Albanian (Tosk variety),,,
4-590-205-3,l__'pin,lick,Albanian (Tosk variety),,,
4-591-205-1,yar'gos,dribble,Albanian (Tosk variety),,,
4-610-205-1,fl_e,sleep,Albanian (Tosk variety),,,
4-610-205-3,g_u'mon,sleep,Albanian (Tosk variety),,,
4-612-205-1,g_r'het,snore,Albanian (Tosk variety),,,
4-612-205-3,g_r'hin,snore,Albanian (Tosk variety),,,
4-620-205-1,_nd_'__on,dream,Albanian (Tosk variety),,,
4-630-205-1,zg'uan,wake up,Albanian (Tosk variety),,,
4-640-205-1,pyer_,break wind,Albanian (Tosk variety),,,
4-650-205-1,ps_u__,urinate,Albanian (Tosk variety),,,
4-660-205-1,_yet,defecate,Albanian (Tosk variety),,,
4-670-205-1,k_in,have sexual intercourse,Albanian (Tosk variety),,,
4-670-205-3,'k_epet,have sexual intercourse,Albanian (Tosk variety),,,
4-680-205-1,f_rg_'lon,shiver,Albanian (Tosk variety),,,
4-680-205-3,r__'k_e_et,shiver,Albanian (Tosk variety),,,
4-680-205-5,'dri_et,shiver,Albanian (Tosk variety),,,
4-690-205-1,'l_ahet,bathe,Albanian (Tosk variety),,,
4-690-205-3,l_an,bathe,Albanian (Tosk variety),,,
4-690-205-5,ba__'zon,bathe,Albanian (Tosk variety),,,
4-710-205-1,bi'yon,beget (of father),Albanian (Tosk variety),,,
4-720-205-1,l_ind,born (to be),Albanian (Tosk variety),,,
4-720-205-3,'l_indet,born (to be),Albanian (Tosk variety),,,
4-730-205-1,s_tat'z_n_,pregnant,Albanian (Tosk variety),,,
4-730-205-3,'mbars_,pregnant,Albanian (Tosk variety),,,
4-732-205-1,'mbarset,conceive,Albanian (Tosk variety),,,
4-740-205-1,i 'g_al_,"live, living, life",Albanian (Tosk variety),,,
4-740-205-3,ye'ton,"live, living, life",Albanian (Tosk variety),,,
4-740-205-5,'yet_,"live, living, life",Albanian (Tosk variety),,,
4-750-205-1,vdes,"die, dead",Albanian (Tosk variety),,,
4-750-205-3,'vdekye,"die, dead",Albanian (Tosk variety),,,
4-750-205-5,i 'vdekur,"die, dead",Albanian (Tosk variety),,,
4-751-205-1,'mbu_tur,drowned,Albanian (Tosk variety),,,
4-760-205-1,vret,kill,Albanian (Tosk variety),,,
4-770-205-1,ku'fom_,corpse,Albanian (Tosk variety),,,
4-770-205-3,l_ip'san,corpse,Albanian (Tosk variety),,,
4-770-205-5,me'it,corpse,Albanian (Tosk variety),,,
4-780-205-1,va'r_os,bury (the dead),Albanian (Tosk variety),,,
4-790-205-1,var_,"grave, tomb",Albanian (Tosk variety),,,
4-790-205-3,k_i'vur,"grave, tomb",Albanian (Tosk variety),,,
4-810-205-1,i fu'k_i___m,"strong, mighty, powerful",Albanian (Tosk variety),,,
4-810-205-3,i 'fort_,"strong, mighty, powerful",Albanian (Tosk variety),,,
4-820-205-1,i 'dob_t,weak,Albanian (Tosk variety),,,
4-830-205-1,'mir_ me ___n'det,"well, health",Albanian (Tosk variety),,,
4-830-205-3,s__n'det,"well, health",Albanian (Tosk variety),,,
4-840-205-1,i s_'mur_,"sick, sickness",Albanian (Tosk variety),,,
4-840-205-3,s_'mundye,"sick, sickness",Albanian (Tosk variety),,,
4-841-205-1,'e_e,fever,Albanian (Tosk variety),,,
4-842-205-1,'strum_,goiter,Albanian (Tosk variety),,,
4-843-205-1,e 'ftoht_,cold (catarrh),Albanian (Tosk variety),,,
4-843-205-3,ka'tar_,cold (catarrh),Albanian (Tosk variety),,,
4-850-205-1,'pl_ag_,"wound, sore",Albanian (Tosk variety),,,
4-852-205-1,'s_embye,bruise,Albanian (Tosk variety),,,
4-853-205-1,bu'lung_,swelling,Albanian (Tosk variety),,,
4-853-205-3,c_a'kule,swelling,Albanian (Tosk variety),,,
4-853-205-5,gu'fim,swelling,Albanian (Tosk variety),,,
4-853-205-7,'__tye,swelling,Albanian (Tosk variety),,,
4-853-205-9,bu_'mes_,swelling,Albanian (Tosk variety),,,
4-854-205-1,'kruarye,itch,Albanian (Tosk variety),,,
4-855-205-1,'flusk_,blister,Albanian (Tosk variety),,,
4-856-205-1,c_i'ban,boil (noun),Albanian (Tosk variety),,,
4-856-205-3,r__'c_ok,boil (noun),Albanian (Tosk variety),,,
4-857-205-1,uy_,pus,Albanian (Tosk variety),,,
4-857-205-3,u'yerk,pus,Albanian (Tosk variety),,,
4-858-205-1,'breng_,scar,Albanian (Tosk variety),,,
4-858-205-3,'mbres_,scar,Albanian (Tosk variety),,,
4-858-205-5,vu'r_at_,scar,Albanian (Tosk variety),,,
4-858-205-7,'prek_,scar,Albanian (Tosk variety),,,
4-858-205-9,'damk_,scar,Albanian (Tosk variety),,,
4-858-205-11,'s_e__,scar,Albanian (Tosk variety),,,
4-860-205-1,s__'ron,"cure, heal",Albanian (Tosk variety),,,
4-860-205-3,s__n'do__,"cure, heal",Albanian (Tosk variety),,,
4-870-205-1,myek,physician,Albanian (Tosk variety),,,
4-870-205-3,dok'tor,physician,Albanian (Tosk variety),,,
4-880-205-1,i'l_a__,"medicine, drug",Albanian (Tosk variety),,,
4-880-205-3,bar,"medicine, drug",Albanian (Tosk variety),,,
4-890-205-1,hel_m,poison,Albanian (Tosk variety),,,
4-910-205-1,i 'l_o_ur,"tired, weary",Albanian (Tosk variety),,,
4-912-205-1,pu's_on,rest,Albanian (Tosk variety),,,
4-912-205-3,'c_l_o_et,rest,Albanian (Tosk variety),,,
4-920-205-1,p_r'tac_,lazy,Albanian (Tosk variety),,,
4-920-205-3,dem'bel,lazy,Albanian (Tosk variety),,,
4-930-205-1,'tul_,bald,Albanian (Tosk variety),,,
4-930-205-3,i 's_og_t,bald,Albanian (Tosk variety),,,
4-940-205-1,i 'c_al__,lame,Albanian (Tosk variety),,,
4-950-205-1,i 's_ur__t,deaf,Albanian (Tosk variety),,,
4-950-205-3,s_ur_,deaf,Albanian (Tosk variety),,,
4-960-205-1,me'mec_,mute,Albanian (Tosk variety),,,
4-960-205-3,i ne'mitur,mute,Albanian (Tosk variety),,,
4-960-205-5,vuv,mute,Albanian (Tosk variety),,,
4-970-205-1,i 'verb_r,blind,Albanian (Tosk variety),,,
4-970-205-3,k_o__,blind,Albanian (Tosk variety),,,
4-980-205-1,i 'dehur,intoxicated,Albanian (Tosk variety),,,
4-990-205-1,l_aku'rik_,"naked, bare",Albanian (Tosk variety),,,
5-110-205-1,ha,eat,Albanian (Tosk variety),,,
5-120-205-1,'buk_,food,Albanian (Tosk variety),,,
5-120-205-3,'g_el_,food,Albanian (Tosk variety),,,
5-121-205-1,i 'pyekur,cooked,Albanian (Tosk variety),,,
5-122-205-1,i pa'pyekur,raw,Albanian (Tosk variety),,,
5-123-205-1,i 'pyekur,ripe,Albanian (Tosk variety),,,
5-124-205-1,r_ok,"green, unripe",Albanian (Tosk variety),,,
5-124-205-3,agu'ri_,"green, unripe",Albanian (Tosk variety),,,
5-125-205-1,i 'kal_bur,rotten,Albanian (Tosk variety),,,
5-130-205-1,pi,drink,Albanian (Tosk variety),,,
5-140-205-1,u'ri,hunger,Albanian (Tosk variety),,,
5-141-205-1,u'ri,famine,Albanian (Tosk variety),,,
5-150-205-1,'etye,thirst,Albanian (Tosk variety),,,
5-160-205-1,_i_,suck,Albanian (Tosk variety),,,
5-180-205-1,p_r'tüp0,chew,Albanian (Tosk variety),,,
5-181-205-1,g_l'tit,swallow,Albanian (Tosk variety),,,
5-181-205-3,kap_r'din,swallow,Albanian (Tosk variety),,,
5-181-205-5,lap,swallow,Albanian (Tosk variety),,,
5-190-205-1,'mbu_tet,choke,Albanian (Tosk variety),,,
5-210-205-1,ga'tuan,cook,Albanian (Tosk variety),,,
5-220-205-1,'zien,boil (vb),Albanian (Tosk variety),,,
5-220-205-3,va'l_on,boil (vb),Albanian (Tosk variety),,,
5-230-205-1,pyek,"roast, fry",Albanian (Tosk variety),,,
5-230-205-3,tiga'nis,"roast, fry",Albanian (Tosk variety),,,
5-240-205-1,pyek,bake,Albanian (Tosk variety),,,
5-240-205-3,'pik_et,bake,Albanian (Tosk variety),,,
5-250-205-1,'fur__,oven,Albanian (Tosk variety),,,
5-250-205-3,'tav_,oven,Albanian (Tosk variety),,,
5-260-205-1,ten'_ere,"pot, cooking vessel",Albanian (Tosk variety),,,
5-260-205-3,vegs_,"pot, cooking vessel",Albanian (Tosk variety),,,
5-260-205-5,'en_,"pot, cooking vessel",Albanian (Tosk variety),,,
5-270-205-1,_ü'güm20,kettle,Albanian (Tosk variety),,,
5-270-205-3,ku'si,kettle,Albanian (Tosk variety),,,
5-280-205-1,ti'gan,pan,Albanian (Tosk variety),,,
5-310-205-1,'pyat_,dish,Albanian (Tosk variety),,,
5-310-205-3,'l_imb_,dish,Albanian (Tosk variety),,,
5-330-205-1,tas,bowl,Albanian (Tosk variety),,,
5-330-205-3,'kup_,bowl,Albanian (Tosk variety),,,
5-330-205-5,'bl_ud_,bowl,Albanian (Tosk variety),,,
5-340-205-1,'brok_,"pitcher, jug",Albanian (Tosk variety),,,
5-340-205-3,kor_o've__,"pitcher, jug",Albanian (Tosk variety),,,
5-340-205-5,k_'na__e,"pitcher, jug",Albanian (Tosk variety),,,
5-350-205-1,'kup_,"cup, drinking vessel",Albanian (Tosk variety),,,
5-350-205-3,'got_,"cup, drinking vessel",Albanian (Tosk variety),,,
5-360-205-1,'pyat_z,saucer,Albanian (Tosk variety),,,
5-370-205-1,'l_ug_,spoon,Albanian (Tosk variety),,,
5-380-205-1,'_ik_,knife (2),Albanian (Tosk variety),,,
5-390-205-1,pi'run,fork (2),Albanian (Tosk variety),,,
5-391-205-1,'mas__,tongs,Albanian (Tosk variety),,,
5-391-205-3,'big_l_,tongs,Albanian (Tosk variety),,,
5-391-205-5,'dar_,tongs,Albanian (Tosk variety),,,
5-410-205-1,'g_el_,meal (a),Albanian (Tosk variety),,,
5-420-205-1,m_'ng_es,breakfast,Albanian (Tosk variety),,,
5-430-205-1,'drek_,lunch,Albanian (Tosk variety),,,
5-440-205-1,'dark_,dinner,Albanian (Tosk variety),,,
5-440-205-3,'drek_,dinner,Albanian (Tosk variety),,,
5-440-205-5,m_'sal_,dinner,Albanian (Tosk variety),,,
5-450-205-1,'dark_,supper,Albanian (Tosk variety),,,
5-460-205-1,r_yep,peel,Albanian (Tosk variety),,,
5-460-205-3,c_e'fl_is,peel,Albanian (Tosk variety),,,
5-460-205-5,z_ve__,peel,Albanian (Tosk variety),,,
5-460-205-7,l__'vo__g,peel,Albanian (Tosk variety),,,
5-470-205-1,s_o'__are,"sieve, strain",Albanian (Tosk variety),,,
5-470-205-3,'sit_,"sieve, strain",Albanian (Tosk variety),,,
5-480-205-1,zg_r'bit,scrape,Albanian (Tosk variety),,,
5-480-205-3,g_'__üen5,scrape,Albanian (Tosk variety),,,
5-480-205-5,tra'zon,scrape,Albanian (Tosk variety),,,
5-490-205-1,p_r'zien,"stir, mix",Albanian (Tosk variety),,,
5-490-205-3,kara's_tis,"stir, mix",Albanian (Tosk variety),,,
5-510-205-1,'buk_,bread,Albanian (Tosk variety),,,
5-530-205-1,'brum_,dough,Albanian (Tosk variety),,,
5-540-205-1,ng_e__,knead,Albanian (Tosk variety),,,
5-540-205-3,bru'mos,knead,Albanian (Tosk variety),,,
5-550-205-1,'miel,"meal, flour",Albanian (Tosk variety),,,
5-560-205-1,'bl_uan,"crush, grind",Albanian (Tosk variety),,,
5-570-205-1,mu'li,mill,Albanian (Tosk variety),,,
5-580-205-1,dumb,mortar (2),Albanian (Tosk variety),,,
5-580-205-3,ha'van,mortar (2),Albanian (Tosk variety),,,
5-580-205-5,'s_tüp_se-,mortar (2),Albanian (Tosk variety),,,
5-590-205-1,k_üs'k_i5,pestle,Albanian (Tosk variety),,,
5-590-205-3,du_'bek,pestle,Albanian (Tosk variety),,,
5-590-205-5,s_tü'pec_-,pestle,Albanian (Tosk variety),,,
5-590-205-7,du_'ge__,pestle,Albanian (Tosk variety),,,
5-610-205-1,mis_,meat,Albanian (Tosk variety),,,
5-630-205-1,kolo'fac_e,sausage,Albanian (Tosk variety),,,
5-630-205-3,su'_uk,sausage,Albanian (Tosk variety),,,
5-640-205-1,'sup_,"soup, broth",Albanian (Tosk variety),,,
5-640-205-3,'c_orb_,"soup, broth",Albanian (Tosk variety),,,
5-650-205-1,'lakra,vegetables,Albanian (Tosk variety),,,
5-650-205-3,zarza'vate,vegetables,Albanian (Tosk variety),,,
5-660-205-1,'ba__,bean,Albanian (Tosk variety),,,
5-660-205-3,fa'sul_e,bean,Albanian (Tosk variety),,,
5-660-205-5,'gros__,bean,Albanian (Tosk variety),,,
5-700-205-1,pa'tate,potato,Albanian (Tosk variety),,,
5-700-205-3,kar'tol_,potato,Albanian (Tosk variety),,,
5-710-205-1,fru_t,fruit,Albanian (Tosk variety),,,
5-710-205-3,'pem_,fruit,Albanian (Tosk variety),,,
5-712-205-1,'tuf_,bunch,Albanian (Tosk variety),,,
5-712-205-3,'vile,bunch,Albanian (Tosk variety),,,
5-712-205-5,ve'rig_,bunch,Albanian (Tosk variety),,,
5-750-205-1,fik,fig,Albanian (Tosk variety),,,
5-760-205-1,r_u__,grape,Albanian (Tosk variety),,,
5-780-205-1,u'li,olive,Albanian (Tosk variety),,,
5-790-205-1,vay,oil,Albanian (Tosk variety),,,
5-791-205-1,u_n'dür_5,"grease, fat",Albanian (Tosk variety),,,
5-791-205-3,'l_ür_2,"grease, fat",Albanian (Tosk variety),,,
5-810-205-1,'krip_,salt,Albanian (Tosk variety),,,
5-820-205-1,pi'per,pepper,Albanian (Tosk variety),,,
5-821-205-1,koko's_are,chili pepper,Albanian (Tosk variety),,,
5-821-205-3,spec_,chili pepper,Albanian (Tosk variety),,,
5-840-205-1,'myal_t_,honey,Albanian (Tosk variety),,,
5-850-205-1,s_e'k_er,sugar,Albanian (Tosk variety),,,
5-860-205-1,'k_um___t,milk (noun),Albanian (Tosk variety),,,
5-870-205-1,myel_,milk (vb),Albanian (Tosk variety),,,
5-880-205-1,dya_,cheese,Albanian (Tosk variety),,,
5-890-205-1,'g_al_p_,butter,Albanian (Tosk variety),,,
5-900-205-1,'piye,"beverage, drink",Albanian (Tosk variety),,,
5-920-205-1,'ver_,wine,Albanian (Tosk variety),,,
5-930-205-1,'bir__,beer,Albanian (Tosk variety),,,
5-970-205-1,'vez_,egg,Albanian (Tosk variety),,,
5-971-205-1,'boc_e,egg yolk,Albanian (Tosk variety),,,
6-110-205-1,'vis_et,put on (clothes),Albanian (Tosk variety),,,
6-120-205-1,'r_oba,"clothing, clothes",Albanian (Tosk variety),,,
6-120-205-3,'tes_a,"clothing, clothes",Albanian (Tosk variety),,,
6-130-205-1,r_oba'kep_s,tailor,Albanian (Tosk variety),,,
6-130-205-3,pres'tar,tailor,Albanian (Tosk variety),,,
6-130-205-5,ter'zi,tailor,Albanian (Tosk variety),,,
6-210-205-1,'plac_k_,cloth,Albanian (Tosk variety),,,
6-210-205-3,stof,cloth,Albanian (Tosk variety),,,
6-220-205-1,l_e__,wool,Albanian (Tosk variety),,,
6-220-205-3,stof,wool,Albanian (Tosk variety),,,
6-230-205-1,l_i'no,"linen, flax",Albanian (Tosk variety),,,
6-230-205-3,l_i,"linen, flax",Albanian (Tosk variety),,,
6-240-205-1,pa'mbuk,cotton,Albanian (Tosk variety),,,
6-250-205-1,m_n'daf__,silk,Albanian (Tosk variety),,,
6-270-205-1,tirk,felt,Albanian (Tosk variety),,,
6-270-205-3,d_r'stil__,felt,Albanian (Tosk variety),,,
6-280-205-1,g_'zof,fur,Albanian (Tosk variety),,,
6-290-205-1,l__'kur_,leather,Albanian (Tosk variety),,,
6-310-205-1,tyer_,spin,Albanian (Tosk variety),,,
6-310-205-3,pe__'zon,spin,Albanian (Tosk variety),,,
6-320-205-1,ka'lam,spindle,Albanian (Tosk variety),,,
6-320-205-3,bos_t,spindle,Albanian (Tosk variety),,,
6-330-205-1,end,weave,Albanian (Tosk variety),,,
6-330-205-3,ve'g_on,weave,Albanian (Tosk variety),,,
6-340-205-1,'veg__,loom,Albanian (Tosk variety),,,
6-340-205-3,tez'g_ah,loom,Albanian (Tosk variety),,,
6-340-205-5,'veg_l,loom,Albanian (Tosk variety),,,
6-350-205-1,k_ep,sew,Albanian (Tosk variety),,,
6-360-205-1,g_il_'p_r_,needle,Albanian (Tosk variety),,,
6-370-205-1,'biz,awl,Albanian (Tosk variety),,,
6-370-205-3,'feme,awl,Albanian (Tosk variety),,,
6-370-205-5,c_i'mbil_,awl,Albanian (Tosk variety),,,
6-380-205-1,fil,thread,Albanian (Tosk variety),,,
6-390-205-1,'boy_,dye,Albanian (Tosk variety),,,
6-410-205-1,'gun_,cloak,Albanian (Tosk variety),,,
6-420-205-1,fu'stan,woman's dress,Albanian (Tosk variety),,,
6-420-205-3,'kotul,woman's dress,Albanian (Tosk variety),,,
6-430-205-1,'sako,coat,Albanian (Tosk variety),,,
6-430-205-3,'palto,coat,Albanian (Tosk variety),,,
6-440-205-1,k_'mi___,shirt,Albanian (Tosk variety),,,
6-440-205-3,mi'tan,shirt,Albanian (Tosk variety),,,
6-450-205-1,'yak_,collar,Albanian (Tosk variety),,,
6-460-205-1,fund,skirt,Albanian (Tosk variety),,,
6-460-205-3,fu'stan,skirt,Albanian (Tosk variety),,,
6-460-205-5,'fust_,skirt,Albanian (Tosk variety),,,
6-460-205-7,'h_v_r,skirt,Albanian (Tosk variety),,,
6-480-205-1,panta'lona,trousers,Albanian (Tosk variety),,,
6-490-205-1,c_o'rap,"stocking, sock",Albanian (Tosk variety),,,
6-510-205-1,k_'puc__,shoe,Albanian (Tosk variety),,,
6-520-205-1,k_'puc__ me 'k_afa,boot,Albanian (Tosk variety),,,
6-520-205-3,s_o'__one,boot,Albanian (Tosk variety),,,
6-520-205-5,'c_izme,boot,Albanian (Tosk variety),,,
6-540-205-1,k_pu'c_ar,"shoemaker, cobbler",Albanian (Tosk variety),,,
6-550-205-1,ka'pel__,"hat, cap",Albanian (Tosk variety),,,
6-570-205-1,brez,"belt, girdle",Albanian (Tosk variety),,,
6-570-205-3,r_ip,"belt, girdle",Albanian (Tosk variety),,,
6-580-205-1,do'rez_,glove,Albanian (Tosk variety),,,
6-590-205-1,vel_,veil,Albanian (Tosk variety),,,
6-590-205-3,tis,veil,Albanian (Tosk variety),,,
6-590-205-5,har'kat,veil,Albanian (Tosk variety),,,
6-610-205-1,_ep,pocket,Albanian (Tosk variety),,,
6-620-205-1,'kops_,button,Albanian (Tosk variety),,,
6-620-205-3,'paft_,button,Albanian (Tosk variety),,,
6-620-205-5,'pul_,button,Albanian (Tosk variety),,,
6-620-205-7,'komc__,button,Albanian (Tosk variety),,,
6-630-205-1,g_il_'p_r_,pin,Albanian (Tosk variety),,,
6-710-205-1,sto'l_i,"ornament, adornment",Albanian (Tosk variety),,,
6-710-205-3,zbuku'rim,"ornament, adornment",Albanian (Tosk variety),,,
6-720-205-1,_eva'hir,jewel,Albanian (Tosk variety),,,
6-730-205-1,u'naz_,ring (for finger),Albanian (Tosk variety),,,
6-740-205-1,bu_l_ü'zük1o,bracelet,Albanian (Tosk variety),,,
6-740-205-3,bel_e'_ik,bracelet,Albanian (Tosk variety),,,
6-750-205-1,g_er'dan,necklace,Albanian (Tosk variety),,,
6-750-205-3,gu's_ore,necklace,Albanian (Tosk variety),,,
6-750-205-5,k_a'fore,necklace,Albanian (Tosk variety),,,
6-760-205-1,'r_uaz_,bead,Albanian (Tosk variety),,,
6-770-205-1,va_,earring,Albanian (Tosk variety),,,
6-780-205-1,'kez_,"headband, headdress",Albanian (Tosk variety),,,
6-790-205-1,tatu'az_,tattoo,Albanian (Tosk variety),,,
6-810-205-1,s_a'mi,"handkerchief, rag",Albanian (Tosk variety),,,
6-820-205-1,pes_'k_ir,towel,Albanian (Tosk variety),,,
6-820-205-3,pas_'nik,towel,Albanian (Tosk variety),,,
6-820-205-5,hav'li,towel,Albanian (Tosk variety),,,
6-910-205-1,'kreh_r,comb,Albanian (Tosk variety),,,
6-920-205-1,'furc__,brush,Albanian (Tosk variety),,,
6-921-205-1,g_r'__et,braid,Albanian (Tosk variety),,,
6-930-205-1,brisk,razor,Albanian (Tosk variety),,,
6-940-205-1,po'mad_,ointment,Albanian (Tosk variety),,,
6-950-205-1,sa'pun,soap,Albanian (Tosk variety),,,
6-960-205-1,pas'k_ür5,mirror,Albanian (Tosk variety),,,
7-110-205-1,ba'non,"dwell, live",Albanian (Tosk variety),,,
7-120-205-1,s_t_'pi,house,Albanian (Tosk variety),,,
7-120-205-3,s_pi,house,Albanian (Tosk variety),,,
7-130-205-1,ko'l_ibe,hut,Albanian (Tosk variety),,,
7-130-205-3,ka'sole,hut,Albanian (Tosk variety),,,
7-140-205-1,'c_ad_r,tent,Albanian (Tosk variety),,,
7-150-205-1,o'bor_,"yard, court",Albanian (Tosk variety),,,
7-210-205-1,'_om_,room,Albanian (Tosk variety),,,
7-210-205-3,'od_,room,Albanian (Tosk variety),,,
7-220-205-1,'der_,"door, gate",Albanian (Tosk variety),,,
7-220-205-3,'port_,"door, gate",Albanian (Tosk variety),,,
7-221-205-1,'s_tal_k_,"doorpost, jamb",Albanian (Tosk variety),,,
7-221-205-3,di'rek,"doorpost, jamb",Albanian (Tosk variety),,,
7-230-205-1,'brav_,lock (noun),Albanian (Tosk variety),,,
7-231-205-1,g_'_ep,"latch, door-bolt",Albanian (Tosk variety),,,
7-231-205-3,s_ul_,"latch, door-bolt",Albanian (Tosk variety),,,
7-240-205-1,ku___,key,Albanian (Tosk variety),,,
7-240-205-3,'c_el__s,key,Albanian (Tosk variety),,,
7-250-205-1,dri'tare,window,Albanian (Tosk variety),,,
7-250-205-3,pen'_ere,window,Albanian (Tosk variety),,,
7-260-205-1,du___e'me,floor,Albanian (Tosk variety),,,
7-270-205-1,mur,wall,Albanian (Tosk variety),,,
7-310-205-1,'vat_r,fireplace,Albanian (Tosk variety),,,
7-320-205-1,'sob_,stove,Albanian (Tosk variety),,,
7-320-205-3,'stuf_,stove,Albanian (Tosk variety),,,
7-330-205-1,o'_ak,chimney,Albanian (Tosk variety),,,
7-370-205-1,'s_kal_,ladder,Albanian (Tosk variety),,,
7-420-205-1,kre'vat,bed,Albanian (Tosk variety),,,
7-420-205-3,s_trat,bed,Albanian (Tosk variety),,,
7-421-205-1,ya'st_k,pillow,Albanian (Tosk variety),,,
7-422-205-1,bata'niye,blanket,Albanian (Tosk variety),,,
7-422-205-3,mbu'l_oy_,blanket,Albanian (Tosk variety),,,
7-430-205-1,ka'r_ige,chair,Albanian (Tosk variety),,,
7-440-205-1,'tru_ez_,table,Albanian (Tosk variety),,,
7-440-205-3,tra'pez_,table,Albanian (Tosk variety),,,
7-440-205-5,tavo'l_in_,table,Albanian (Tosk variety),,,
7-450-205-1,'lamb_,"lamp, torch",Albanian (Tosk variety),,,
7-450-205-3,flug,"lamp, torch",Albanian (Tosk variety),,,
7-460-205-1,k_i'ri,candle,Albanian (Tosk variety),,,
7-460-205-3,c_i'rak,candle,Albanian (Tosk variety),,,
7-470-205-1,raft,shelf,Albanian (Tosk variety),,,
7-470-205-3,s_tre_,shelf,Albanian (Tosk variety),,,
7-470-205-5,ser'g_en,shelf,Albanian (Tosk variety),,,
7-480-205-1,go'vat_,trough,Albanian (Tosk variety),,,
