,Albanian,Parameter,Bulgarian,Hungarian,Romanian
1655,yet,live,ziv,elet,viat
1656,yet,live,zivot,el,trai
1657,yet,live,zivot,el,vietui
1658,yet,live,zivot,el,viu
1659,yet,live,zivot,el,invia
1660,yet,live,zivot,el,viat
1661,yet,live,zivot,elet,trai
1662,yet,live,zivot,elet,vietui
1663,yet,live,zivot,elet,viu
1664,yet,live,zivot,elet,invia
1665,yet,live,zivot,elet,viat
1666,vdes,die,umiram,meghal,muri
1667,vdes,die,umiram,meghal,mort
1668,vdes,die,umiram,meghal,moarte
1669,vdes,die,umiram,halott,muri
1670,vdes,die,umiram,halott,mort
1671,vdes,die,umiram,halott,moarte
1672,vdes,die,martav,meghal,muri
1673,vdes,die,martav,meghal,mort
1674,vdes,die,martav,meghal,moarte
1675,vdes,die,martav,halott,muri
1676,vdes,die,martav,halott,mort
1677,vdes,die,martav,halott,moarte
1678,vdes,die,umrjal,meghal,muri
1679,vdes,die,umrjal,meghal,mort
1680,vdes,die,umrjal,meghal,moarte
1681,vdes,die,umrjal,halott,muri
1682,vdes,die,umrjal,halott,mort
1683,vdes,die,umrjal,halott,moarte
1684,vdekye,die,umiram,meghal,muri
1685,vdekye,die,umiram,meghal,mort
1686,vdekye,die,umiram,meghal,moarte
1687,vdekye,die,umiram,halott,muri
1688,vdekye,die,umiram,halott,mort
1689,vdekye,die,umiram,halott,moarte
1690,vdekye,die,martav,meghal,muri
1691,vdekye,die,martav,meghal,mort
1692,vdekye,die,martav,meghal,moarte
1693,vdekye,die,martav,halott,muri
1694,vdekye,die,martav,halott,mort
1695,vdekye,die,martav,halott,moarte
1696,vdekye,die,umrjal,meghal,muri
1697,vdekye,die,umrjal,meghal,mort
1698,vdekye,die,umrjal,meghal,moarte
1699,vdekye,die,umrjal,halott,muri
1700,vdekye,die,umrjal,halott,mort
1701,vdekye,die,umrjal,halott,moarte
1702,ivdekur,die,umiram,meghal,muri
1703,ivdekur,die,umiram,meghal,mort
1704,ivdekur,die,umiram,meghal,moarte
1705,ivdekur,die,umiram,halott,muri
1706,ivdekur,die,umiram,halott,mort
1707,ivdekur,die,umiram,halott,moarte
1708,ivdekur,die,martav,meghal,muri
1709,ivdekur,die,martav,meghal,mort
1710,ivdekur,die,martav,meghal,moarte
1711,ivdekur,die,martav,halott,muri
1712,ivdekur,die,martav,halott,mort
1713,ivdekur,die,martav,halott,moarte
1714,ivdekur,die,umrjal,meghal,muri
1715,ivdekur,die,umrjal,meghal,mort
1716,ivdekur,die,umrjal,meghal,moarte
1717,ivdekur,die,umrjal,halott,muri
1718,ivdekur,die,umrjal,halott,mort
1719,ivdekur,die,umrjal,halott,moarte
1721,vret,kill,ubivam,megol,omori
1722,vret,kill,ubivam,megol,ucide
1723,kufom,corpse,trup,hulla,cadavru
1724,kufom,corpse,trup,hulla,les
1725,kufom,corpse,trup,tetem,cadavru
1726,kufom,corpse,trup,tetem,les
1727,lipsan,corpse,trup,hulla,cadavru
1728,lipsan,corpse,trup,hulla,les
1729,lipsan,corpse,trup,tetem,cadavru
1730,lipsan,corpse,trup,tetem,les
1731,meit,corpse,trup,hulla,cadavru
1732,meit,corpse,trup,hulla,les
1733,meit,corpse,trup,tetem,cadavru
1734,meit,corpse,trup,tetem,les
1735,varos,burythedead,pogrebvam,eltemet,inmormintag
1736,varos,burythedead,pogrebvam,eltemet,ingropa
1737,var,grave,grob,sir,mormint
1738,var,grave,grob,sir,groapa
1739,kivur,grave,grob,sir,mormint
1740,kivur,grave,grob,sir,groapa
1741,ifukim,strong,silen,ers,tare
1742,ifukim,strong,silen,ers,puternic
1743,ifukim,strong,silen,hatalmas,tare
1744,ifukim,strong,silen,hatalmas,puternic
1745,ifukim,strong,mosten,ers,tare
1746,ifukim,strong,mosten,ers,puternic
1747,ifukim,strong,mosten,hatalmas,tare
1748,ifukim,strong,mosten,hatalmas,puternic
1749,ifort,strong,silen,ers,tare
1750,ifort,strong,silen,ers,puternic
1751,ifort,strong,silen,hatalmas,tare
1752,ifort,strong,silen,hatalmas,puternic
1753,ifort,strong,mosten,ers,tare
1754,ifort,strong,mosten,ers,puternic
1755,ifort,strong,mosten,hatalmas,tare
1756,ifort,strong,mosten,hatalmas,puternic
1757,idobt,weak,slab,gyenge,slab
1758,mirmendet,well,zdrav,egeszseges,santos
1759,mirmendet,well,zdrav,egeszseges,santate
1760,mirmendet,well,zdrav,egeszseg,santos
1761,mirmendet,well,zdrav,egeszseg,santate
1762,mirmendet,well,zdrave,egeszseges,santos
1763,mirmendet,well,zdrave,egeszseges,santate
1764,mirmendet,well,zdrave,egeszseg,santos
1765,mirmendet,well,zdrave,egeszseg,santate
1766,sndet,well,zdrav,egeszseges,santos
1767,sndet,well,zdrav,egeszseges,santate
1768,sndet,well,zdrav,egeszseg,santos
1769,sndet,well,zdrav,egeszseg,santate
1770,sndet,well,zdrave,egeszseges,santos
1771,sndet,well,zdrave,egeszseges,santate
1772,sndet,well,zdrave,egeszseg,santos
1773,sndet,well,zdrave,egeszseg,santate
1774,ismur,sick,bolen,beteg,bolnav
1775,ismur,sick,bolen,beteg,boala
1776,ismur,sick,bolen,betegseg,bolnav
1777,ismur,sick,bolen,betegseg,boala
1778,ismur,sick,bolest,beteg,bolnav
1779,ismur,sick,bolest,beteg,boala
1780,ismur,sick,bolest,betegseg,bolnav
1781,ismur,sick,bolest,betegseg,boala
1782,smundye,sick,bolen,beteg,bolnav
1783,smundye,sick,bolen,beteg,boala
1784,smundye,sick,bolen,betegseg,bolnav
1785,smundye,sick,bolen,betegseg,boala
1786,smundye,sick,bolest,beteg,bolnav
1787,smundye,sick,bolest,beteg,boala
1788,smundye,sick,bolest,betegseg,bolnav
1789,smundye,sick,bolest,betegseg,boala
1799,plag,wound,rana,seb,rana
1800,plag,wound,jazva,seb,rana
1833,sron,cure,lekuvam,apol,vindeca
1834,sron,cure,lekuvam,apol,tamdui
1835,sron,cure,lekuvam,kezel,vindeca
1836,sron,cure,lekuvam,kezel,tamdui
1837,sndo,cure,lekuvam,apol,vindeca
1838,sndo,cure,lekuvam,apol,tamdui
1839,sndo,cure,lekuvam,kezel,vindeca
1840,sndo,cure,lekuvam,kezel,tamdui
1841,myek,physician,lekar,orvos,medic
1842,myek,physician,doktor,orvos,medic
1843,doktor,physician,lekar,orvos,medic
1844,doktor,physician,doktor,orvos,medic
1845,ila,medicine,lekarstvo,orvossag,medicament
1846,ila,medicine,lekarstvo,orvossag,leac
1847,ila,medicine,lekarstvo,orvossag,doctorie
1848,ila,medicine,lek,orvossag,medicament
1849,ila,medicine,lek,orvossag,leac
1850,ila,medicine,lek,orvossag,doctorie
1851,bar,medicine,lekarstvo,orvossag,medicament
1852,bar,medicine,lekarstvo,orvossag,leac
1853,bar,medicine,lekarstvo,orvossag,doctorie
1854,bar,medicine,lek,orvossag,medicament
1855,bar,medicine,lek,orvossag,leac
1856,bar,medicine,lek,orvossag,doctorie
1857,helm,poison,otrova,mereg,otrava
1858,helm,poison,otrova,mereg,venin
1859,ilour,tired,umoren,faradt,obosit
1860,ilour,tired,umoren,kimerult,obosit
1861,ilour,tired,izmoren,faradt,obosit
1862,ilour,tired,izmoren,kimerult,obosit
1867,prtac,lazy,marzeliv,lusta,lenes
1868,prtac,lazy,marzeliv,lusta,trindav
1869,dembel,lazy,marzeliv,lusta,lenes
1870,dembel,lazy,marzeliv,lusta,trindav
1871,tul,bald,plesiv,kopasz,chel
1872,tul,bald,plesiv,kopasz,plesuv
1873,isogt,bald,plesiv,kopasz,chel
1874,isogt,bald,plesiv,kopasz,plesuv
1875,ical,lame,kuc,santa,schiop
1876,ical,lame,xrom,santa,schiop
1877,ical,lame,okucjal,santa,schiop
1878,ical,lame,sakat,santa,schiop
1879,ical,lame,osakatjal,santa,schiop
1880,isurt,deaf,glux,suket,surd
1881,sur,deaf,glux,suket,surd
1882,memec,mute,njam,nema,mut
1883,inemitur,mute,njam,nema,mut
1884,vuv,mute,njam,nema,mut
1885,iverbr,blind,sljap,vak,orb
1886,ko,blind,sljap,vak,orb
1887,idehur,intoxicated,opijanen,reszeg,beat
1888,idehur,intoxicated,pijan,reszeg,beat
1889,lakurik,naked,gol,meztelen,gol
1890,lakurik,naked,gol,pucer,gol
1891,ha,eat,jam,eszik,minca
1892,ha,eat,xranjase,eszik,minca
1893,buk,food,xrana,etel,hrana
1894,buk,food,xrana,etel,mincare
1895,gel,food,xrana,etel,hrana
1896,gel,food,xrana,etel,mincare
1901,rok,green,zelen,zold,verde
1902,rok,green,zelen,nyers,verde
1903,rok,green,neuzrjal,zold,verde
1904,rok,green,neuzrjal,nyers,verde
1905,aguri,green,zelen,zold,verde
1906,aguri,green,zelen,nyers,verde
1907,aguri,green,neuzrjal,zold,verde
1908,aguri,green,neuzrjal,nyers,verde
1909,igelbr,green,zelen,zold,verde
1910,igelbr,green,zelen,nyers,verde
1911,igelbr,green,neuzrjal,zold,verde
1912,igelbr,green,neuzrjal,nyers,verde
1913,iblert,green,zelen,zold,verde
1914,iblert,green,zelen,nyers,verde
1915,iblert,green,neuzrjal,zold,verde
1916,iblert,green,neuzrjal,nyers,verde
1918,pi,drink,pija,iszik,bea
1919,uri,hunger,glad,ehseg,foame
1921,etye,thirst,zazda,szomyusag,sete
1922,i,suck,suca,sziv,suge
1923,i,suck,smuca,sziv,suge
1924,i,suck,smukvam,sziv,suge
1943,gatuan,cook,gotvja,fz,gati
1944,gatuan,cook,gotvja,fz,coace
1945,gatuan,cook,sgotvjam,fz,gati
1946,gatuan,cook,sgotvjam,fz,coace
1947,zien,boil,varja,forral,fierbe
1948,zien,boil,svarjavam,forral,fierbe
1949,valon,boil,varja,forral,fierbe
1950,valon,boil,svarjavam,forral,fierbe
1951,pyek,roast,peka,sut,frige
1952,pyek,roast,peka,sut,praji
1953,pyek,roast,izpicam,sut,frige
1954,pyek,roast,izpicam,sut,praji
1955,pyek,roast,parza,sut,frige
1956,pyek,roast,parza,sut,praji
1957,tiganis,roast,peka,sut,frige
1958,tiganis,roast,peka,sut,praji
1959,tiganis,roast,izpicam,sut,frige
1960,tiganis,roast,izpicam,sut,praji
1961,tiganis,roast,parza,sut,frige
1962,tiganis,roast,parza,sut,praji
1963,pyek,bake,peka,sut,coaceincuptor
1964,piket,bake,peka,sut,coaceincuptor
1965,fur,oven,furna,tzhely,cuptor
1966,fur,oven,furna,kalyha,cuptor
1967,tav,oven,furna,tzhely,cuptor
1968,tav,oven,furna,kalyha,cuptor
1969,tenere,pot,tendzera,edeny,oala
1970,tenere,pot,tendzera,fazek,oala
1971,vegs,pot,tendzera,edeny,oala
1972,vegs,pot,tendzera,fazek,oala
1973,en,pot,tendzera,edeny,oala
1974,en,pot,tendzera,fazek,oala
1975,ugum,kettle,bakar,ust,caldare
1976,ugum,kettle,kotel,ust,caldare
1977,ugum,kettle,cajnik,ust,caldare
1978,kusi,kettle,bakar,ust,caldare
1979,kusi,kettle,kotel,ust,caldare
1980,kusi,kettle,cajnik,ust,caldare
1981,tigan,pan,tigan,serpeny,tigaie
1982,tigan,pan,tigan,serpeny,tingire
1983,tigan,pan,tigan,serpeny,cratit
1984,tigan,pan,tava,serpeny,tigaie
1985,tigan,pan,tava,serpeny,tingire
1986,tigan,pan,tava,serpeny,cratit
1987,tigan,pan,tavicka,serpeny,tigaie
1988,tigan,pan,tavicka,serpeny,tingire
1989,tigan,pan,tavicka,serpeny,cratit
1990,tigan,pan,gjuvec,serpeny,tigaie
1991,tigan,pan,gjuvec,serpeny,tingire
1992,tigan,pan,gjuvec,serpeny,cratit
1993,pyat,dish,panica,edeny,farfurie
1994,pyat,dish,cinija,edeny,farfurie
1995,limb,dish,panica,edeny,farfurie
1996,limb,dish,cinija,edeny,farfurie
1997,tas,bowl,kupa,tal,strachina
1998,tas,bowl,kupa,tal,bol
1999,tas,bowl,panica,tal,strachina
2000,tas,bowl,panica,tal,bol
2001,kup,bowl,kupa,tal,strachina
2002,kup,bowl,kupa,tal,bol
2003,kup,bowl,panica,tal,strachina
2004,kup,bowl,panica,tal,bol
2005,blud,bowl,kupa,tal,strachina
2006,blud,bowl,kupa,tal,bol
2007,blud,bowl,panica,tal,strachina
2008,blud,bowl,panica,tal,bol
2009,brok,pitcher,kana,koczog,urcior
2010,brok,pitcher,kana,korso,urcior
2011,brok,pitcher,stomna,koczog,urcior
2012,brok,pitcher,stomna,korso,urcior
2013,korove,pitcher,kana,koczog,urcior
2014,korove,pitcher,kana,korso,urcior
2015,korove,pitcher,stomna,koczog,urcior
2016,korove,pitcher,stomna,korso,urcior
2017,knae,pitcher,kana,koczog,urcior
2018,knae,pitcher,kana,korso,urcior
2019,knae,pitcher,stomna,koczog,urcior
2020,knae,pitcher,stomna,korso,urcior
2021,kup,cup,casa,czesze,ceasc
2022,kup,cup,casa,czesze,cupa
2023,kup,cup,caska,czesze,ceasc
2024,kup,cup,caska,czesze,cupa
2025,got,cup,casa,czesze,ceasc
2026,got,cup,casa,czesze,cupa
2027,got,cup,caska,czesze,ceasc
2028,got,cup,caska,czesze,cupa
2031,lug,spoon,lazica,kanal,lingura
2032,ik,knife,noz,kes,cutit
2033,pirun,fork,vilica,villa,furculit
2034,pirun,fork,vilica,villa,furca
2035,pirun,fork,vilazaseno,villa,furculit
2036,pirun,fork,vilazaseno,villa,furca
2037,sfurk,fork,vilica,villa,furculit
2038,sfurk,fork,vilica,villa,furca
2039,sfurk,fork,vilazaseno,villa,furculit
2040,sfurk,fork,vilazaseno,villa,furca
2041,trfurk,fork,vilica,villa,furculit
2042,trfurk,fork,vilica,villa,furca
2043,trfurk,fork,vilazaseno,villa,furculit
2044,trfurk,fork,vilazaseno,villa,furca
2051,gel,meala,jadene,etkezes,masa
2052,gel,meala,jadene,etkezes,mincare
2053,mnges,breakfast,zakuska,reggeli,prinisor
2054,mnges,breakfast,zakuska,tizorai,prinisor
2055,drek,lunch,obed,loncz,dejun
2056,drek,lunch,obed,etkezes,dejun
2057,dark,dinner,obed,ebed,prinz
2058,dark,dinner,obed,ebed,masa
2059,dark,dinner,vecerja,ebed,prinz
2060,dark,dinner,vecerja,ebed,masa
2061,drek,dinner,obed,ebed,prinz
2062,drek,dinner,obed,ebed,masa
2063,drek,dinner,vecerja,ebed,prinz
2064,drek,dinner,vecerja,ebed,masa
2065,msal,dinner,obed,ebed,prinz
2066,msal,dinner,obed,ebed,masa
2067,msal,dinner,vecerja,ebed,prinz
2068,msal,dinner,vecerja,ebed,masa
2069,dark,supper,vecerja,vaczora,masadesear
2070,dark,supper,vecerja,vaczora,cina
2071,dark,supper,vecerja,vaczora,ojina
2106,buk,bread,xljab,kenyer,piine
2107,brum,dough,testo,teszta,aluat
2108,nge,knead,mesja,dagaszt,framinta
2109,nge,knead,mesja,gyur,framinta
2110,nge,knead,zamesvam,dagaszt,framinta
2111,nge,knead,zamesvam,gyur,framinta
2112,nge,knead,mackam,dagaszt,framinta
2113,nge,knead,mackam,gyur,framinta
2114,brumos,knead,mesja,dagaszt,framinta
2115,brumos,knead,mesja,gyur,framinta
2116,brumos,knead,zamesvam,dagaszt,framinta
2117,brumos,knead,zamesvam,gyur,framinta
2118,brumos,knead,mackam,dagaszt,framinta
2119,brumos,knead,mackam,gyur,framinta
2120,miel,meal,brasno,liszt,fain
2121,bluan,crush,smackvam,rol,macina
2122,bluan,crush,smackvam,daral,macina
2123,bluan,crush,melja,rol,macina
2124,bluan,crush,melja,daral,macina
2125,muli,mill,melnica,malom,moara
2126,muli,mill,melnica,malom,rini
2127,muli,mill,vodenica,malom,moara
2128,muli,mill,vodenica,malom,rini
2153,mis,meat,meso,hus,carne
2154,koloface,sausage,nadenica,kolbaszfeleseg,cirna
2155,koloface,sausage,nadenica,hurka,cirna
2156,koloface,sausage,sudzuk,kolbaszfeleseg,cirna
2157,koloface,sausage,sudzuk,hurka,cirna
2158,koloface,sausage,lukanka,kolbaszfeleseg,cirna
2159,koloface,sausage,lukanka,hurka,cirna
2160,koloface,sausage,salam,kolbaszfeleseg,cirna
2161,koloface,sausage,salam,hurka,cirna
2162,suuk,sausage,nadenica,kolbaszfeleseg,cirna
2163,suuk,sausage,nadenica,hurka,cirna
2164,suuk,sausage,sudzuk,kolbaszfeleseg,cirna
2165,suuk,sausage,sudzuk,hurka,cirna
2166,suuk,sausage,lukanka,kolbaszfeleseg,cirna
2167,suuk,sausage,lukanka,hurka,cirna
2168,suuk,sausage,salam,kolbaszfeleseg,cirna
2169,suuk,sausage,salam,hurka,cirna
2170,sup,soup,supa,leves,supa
2171,sup,soup,supa,leves,ciorba
2172,sup,soup,buljon,leves,supa
2173,sup,soup,buljon,leves,ciorba
2174,corb,soup,supa,leves,supa
2175,corb,soup,supa,leves,ciorba
2176,corb,soup,buljon,leves,supa
2177,corb,soup,buljon,leves,ciorba
2178,lakra,vegetables,zelencuk,zoldsegfelek,legume
2179,lakra,vegetables,zelencuk,zoldsegfelek,zarzavat
2180,lakra,vegetables,zelencuci,zoldsegfelek,legume
2181,lakra,vegetables,zelencuci,zoldsegfelek,zarzavat
2182,zarzavate,vegetables,zelencuk,zoldsegfelek,legume
2183,zarzavate,vegetables,zelencuk,zoldsegfelek,zarzavat
2184,zarzavate,vegetables,zelencuci,zoldsegfelek,legume
2185,zarzavate,vegetables,zelencuci,zoldsegfelek,zarzavat
2186,ba,bean,bob,bab,fasole
2187,ba,bean,bob,paszuly,fasole
2188,ba,bean,fasul,bab,fasole
2189,ba,bean,fasul,paszuly,fasole
2190,fasule,bean,bob,bab,fasole
2191,fasule,bean,bob,paszuly,fasole
2192,fasule,bean,fasul,bab,fasole
2193,fasule,bean,fasul,paszuly,fasole
2194,gros,bean,bob,bab,fasole
2195,gros,bean,bob,paszuly,fasole
2196,gros,bean,fasul,bab,fasole
2197,gros,bean,fasul,paszuly,fasole
2198,patate,potato,kartof,burgonya,cartof
2199,patate,potato,kartof,krumpli,cartof
2200,kartol,potato,kartof,burgonya,cartof
2201,kartol,potato,kartof,krumpli,cartof
2202,frut,fruit,plod,gyumolcz,poama
2203,frut,fruit,plod,gyumolcz,fruct
2204,pem,fruit,plod,gyumolcz,poama
2205,pem,fruit,plod,gyumolcz,fruct
2218,fik,fig,smokinja,fuge,smochina
2219,ru,grape,grozde,szl,strugure
2220,uli,olive,maslina,olayfa,maslin
2221,uli,olive,maslina,oliva,maslin
2222,vay,oil,maslo,olay,uleiu
2223,vay,oil,olio,olay,uleiu
2228,krip,salt,sol,so,sare
2229,piper,pepper,piper,bors,piper
2230,piper,pepper,cerpiper,bors,piper
2231,piper,pepper,cuska,bors,piper
2232,piper,pepper,piperka,bors,piper
2239,myalt,honey,med,mez,miere
2240,seker,sugar,zaxar,cukor,zahar
2241,kumt,milknoun,mljako,tey,lapte
2242,myel,milk,doja,fey,mulge
2243,dya,cheese,sirene,sayt,brinza
2244,dya,cheese,kaskaval,sayt,brinza
2245,galp,butter,maslo,vay,unt
2248,ver,wine,vino,bor,vin
2249,bir,beer,bira,sor,bere
2252,viset,putonclothes,oblicam,feloltozik,imbrca
2253,roba,clothing,obleklo,ruha,imbrcminte
2254,roba,clothing,obleklo,ruha,haine
2255,roba,clothing,obleklo,oltony,imbrcminte
2256,roba,clothing,obleklo,oltony,haine
2257,roba,clothing,drexi,ruha,imbrcminte
2258,roba,clothing,drexi,ruha,haine
2259,roba,clothing,drexi,oltony,imbrcminte
2260,roba,clothing,drexi,oltony,haine
2261,tesa,clothing,obleklo,ruha,imbrcminte
2262,tesa,clothing,obleklo,ruha,haine
2263,tesa,clothing,obleklo,oltony,imbrcminte
2264,tesa,clothing,obleklo,oltony,haine
2265,tesa,clothing,drexi,ruha,imbrcminte
2266,tesa,clothing,drexi,ruha,haine
2267,tesa,clothing,drexi,oltony,imbrcminte
2268,tesa,clothing,drexi,oltony,haine
2269,robakeps,tailor,sivac,szabo,croitor
2270,robakeps,tailor,krojac,szabo,croitor
2271,prestar,tailor,sivac,szabo,croitor
2272,prestar,tailor,krojac,szabo,croitor
2273,terzi,tailor,sivac,szabo,croitor
2274,terzi,tailor,krojac,szabo,croitor
2275,plack,cloth,plat,szovet,stofa
2276,plack,cloth,plat,szovet,postav
2277,plack,cloth,plat,szovet,panur
2278,plack,cloth,plat,vaszon,stofa
2279,plack,cloth,plat,vaszon,postav
2280,plack,cloth,plat,vaszon,panur
2281,plack,cloth,platno,szovet,stofa
2282,plack,cloth,platno,szovet,postav
2283,plack,cloth,platno,szovet,panur
2284,plack,cloth,platno,vaszon,stofa
2285,plack,cloth,platno,vaszon,postav
2286,plack,cloth,platno,vaszon,panur
2287,plack,cloth,takan,szovet,stofa
2288,plack,cloth,takan,szovet,postav
2289,plack,cloth,takan,szovet,panur
2290,plack,cloth,takan,vaszon,stofa
2291,plack,cloth,takan,vaszon,postav
2292,plack,cloth,takan,vaszon,panur
2293,plack,cloth,sukno,szovet,stofa
2294,plack,cloth,sukno,szovet,postav
2295,plack,cloth,sukno,szovet,panur
2296,plack,cloth,sukno,vaszon,stofa
2297,plack,cloth,sukno,vaszon,postav
2298,plack,cloth,sukno,vaszon,panur
2299,plack,cloth,karpa,szovet,stofa
2300,plack,cloth,karpa,szovet,postav
2301,plack,cloth,karpa,szovet,panur
2302,plack,cloth,karpa,vaszon,stofa
2303,plack,cloth,karpa,vaszon,postav
2304,plack,cloth,karpa,vaszon,panur
2305,stof,cloth,plat,szovet,stofa
2306,stof,cloth,plat,szovet,postav
2307,stof,cloth,plat,szovet,panur
2308,stof,cloth,plat,vaszon,stofa
2309,stof,cloth,plat,vaszon,postav
2310,stof,cloth,plat,vaszon,panur
2311,stof,cloth,platno,szovet,stofa
2312,stof,cloth,platno,szovet,postav
2313,stof,cloth,platno,szovet,panur
2314,stof,cloth,platno,vaszon,stofa
2315,stof,cloth,platno,vaszon,postav
2316,stof,cloth,platno,vaszon,panur
2317,stof,cloth,takan,szovet,stofa
2318,stof,cloth,takan,szovet,postav
2319,stof,cloth,takan,szovet,panur
2320,stof,cloth,takan,vaszon,stofa
2321,stof,cloth,takan,vaszon,postav
2322,stof,cloth,takan,vaszon,panur
2323,stof,cloth,sukno,szovet,stofa
2324,stof,cloth,sukno,szovet,postav
2325,stof,cloth,sukno,szovet,panur
2326,stof,cloth,sukno,vaszon,stofa
2327,stof,cloth,sukno,vaszon,postav
2328,stof,cloth,sukno,vaszon,panur
2329,stof,cloth,karpa,szovet,stofa
2330,stof,cloth,karpa,szovet,postav
2331,stof,cloth,karpa,szovet,panur
2332,stof,cloth,karpa,vaszon,stofa
2333,stof,cloth,karpa,vaszon,postav
2334,stof,cloth,karpa,vaszon,panur
2335,le,wool,valna,gyapyu,lin
2336,stof,wool,valna,gyapyu,lin
2337,lino,linen,len,lenvaszon,pinz
2338,lino,linen,len,lenvaszon,in
2339,lino,linen,len,gyolcz,pinz
2340,lino,linen,len,gyolcz,in
2341,lino,linen,len,len,pinz
2342,lino,linen,len,len,in
2343,li,linen,len,lenvaszon,pinz
2344,li,linen,len,lenvaszon,in
2345,li,linen,len,gyolcz,pinz
2346,li,linen,len,gyolcz,in
2347,li,linen,len,len,pinz
2348,li,linen,len,len,in
2349,pambuk,cotton,pamuk,gyapot,bumbac
2350,pambuk,cotton,pamuk,pamut,bumbac
2351,mndaf,silk,koprina,selyem,matase
2352,tirk,felt,filc,nemez,pisl
2353,tirk,felt,filc,filc,pisl
2354,tirk,felt,fjotar,nemez,pisl
2355,tirk,felt,fjotar,filc,pisl
2356,tirk,felt,plast,nemez,pisl
2357,tirk,felt,plast,filc,pisl
2358,tirk,felt,kece,nemez,pisl
2359,tirk,felt,kece,filc,pisl
2360,drstil,felt,filc,nemez,pisl
2361,drstil,felt,filc,filc,pisl
2362,drstil,felt,fjotar,nemez,pisl
2363,drstil,felt,fjotar,filc,pisl
2364,drstil,felt,plast,nemez,pisl
2365,drstil,felt,plast,filc,pisl
2366,drstil,felt,kece,nemez,pisl
2367,drstil,felt,kece,filc,pisl
2368,gzof,fur,kozaskozina,szrme,blana
2369,gzof,fur,kozaskozina,prem,blana
2370,lkur,leather,obrabotenakoza,br,piele
2371,tyer,spin,preda,fon,toarce
2372,tyer,spin,izpridam,fon,toarce
2373,pezon,spin,preda,fon,toarce
2374,pezon,spin,izpridam,fon,toarce
2375,kalam,spindle,vreteno,orso,fus
2376,bost,spindle,vreteno,orso,fus
2377,end,weave,taka,sz,tese
2378,end,weave,taka,sz,impleti
2379,end,weave,taka,fon,tese
2380,end,weave,taka,fon,impleti
2381,end,weave,pleta,sz,tese
2382,end,weave,pleta,sz,impleti
2383,end,weave,pleta,fon,tese
2384,end,weave,pleta,fon,impleti
2385,vegon,weave,taka,sz,tese
2386,vegon,weave,taka,sz,impleti
2387,vegon,weave,taka,fon,tese
2388,vegon,weave,taka,fon,impleti
2389,vegon,weave,pleta,sz,tese
2390,vegon,weave,pleta,sz,impleti
2391,vegon,weave,pleta,fon,tese
2392,vegon,weave,pleta,fon,impleti
2393,prli,weave,taka,sz,tese
2394,prli,weave,taka,sz,impleti
2395,prli,weave,taka,fon,tese
2396,prli,weave,taka,fon,impleti
2397,prli,weave,pleta,sz,tese
2398,prli,weave,pleta,sz,impleti
2399,prli,weave,pleta,fon,tese
2400,prli,weave,pleta,fon,impleti
2401,indon,weave,taka,sz,tese
2402,indon,weave,taka,sz,impleti
2403,indon,weave,taka,fon,tese
2404,indon,weave,taka,fon,impleti
2405,indon,weave,pleta,sz,tese
2406,indon,weave,pleta,sz,impleti
2407,indon,weave,pleta,fon,tese
2408,indon,weave,pleta,fon,impleti
2409,veg,loom,takacenstan,szovgep,razboiu
2410,veg,loom,takacenstan,kotgep,razboiu
2411,tezgah,loom,takacenstan,szovgep,razboiu
2412,tezgah,loom,takacenstan,kotgep,razboiu
2413,vegl,loom,takacenstan,szovgep,razboiu
2414,vegl,loom,takacenstan,kotgep,razboiu
2415,kep,sew,sija,varr,coase
2416,gilpr,needle,igla,tu,ac
2417,biz,awl,silo,ar,sula
2418,feme,awl,silo,ar,sula
2419,cimbil,awl,silo,ar,sula
2420,fil,thread,konec,fonal,fir
2421,fil,thread,konec,szal,fir
2422,boy,dye,bojadisvam,fest,boi
2423,boy,dye,bojadisvam,fest,vapsi
2424,boy,dye,boja,fest,boi
2425,boy,dye,boja,fest,vapsi
2426,gun,cloak,plast,pelerin,manta
2427,gun,cloak,plast,kopeny,manta
2428,gun,cloak,mantija,pelerin,manta
2429,gun,cloak,mantija,kopeny,manta
2430,gun,cloak,pelerina,pelerin,manta
2431,gun,cloak,pelerina,kopeny,manta
2432,gun,cloak,nametka,pelerin,manta
2433,gun,cloak,nametka,kopeny,manta
2434,gun,cloak,nametalo,pelerin,manta
2435,gun,cloak,nametalo,kopeny,manta
2438,sako,coat,palto,zako,haina
2439,palto,coat,palto,zako,haina
2440,kmi,shirt,riza,ing,cama
2441,mitan,shirt,riza,ing,cama
2442,yak,collar,jaka,galler,guler
2443,yak,collar,jaka,galler,guleras
2444,yak,collar,jakicka,galler,guler
2445,yak,collar,jakicka,galler,guleras
2446,fund,skirt,pola,szoknya,fusta
2447,fustan,skirt,pola,szoknya,fusta
2448,fust,skirt,pola,szoknya,fusta
2449,hvr,skirt,pola,szoknya,fusta
2450,pantalona,trousers,pantaloni,nadrag,pantaloni
2451,corap,stocking,dalag,zokni,ciorap
2452,corap,stocking,dalag,harisnya,ciorap
2453,corap,stocking,kascorap,zokni,ciorap
2454,corap,stocking,kascorap,harisnya,ciorap
2455,kpuc,shoe,obuvka,cip,gheata
2456,kpuc,shoe,obuvka,cip,incalaminte
2457,kpucmekafa,boot,botus,czizma,cizma
2458,soone,boot,botus,czizma,cizma
2459,cizme,boot,botus,czizma,cizma
2460,kpucar,shoemaker,obustar,cipesz,cizmar
